gene_id	gene	log2FoldChange	padj	stat	group
ENSG00000205744	DENND1C	3.6741	0.0212	up	AD_T10_T12_vs_T3_T5
ENSG00000170312	CDK1	-2.0566	0.0034	down	AD_T10_T12_vs_T3_T5
ENSG00000186832	KRT16	5.8794	0	up	AD_T10_T12_vs_T3_T5
ENSG00000248323	LUCAT1	2.0376	5e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000278962	AC092645.1	-4.0386	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000241956	AC109466.1	3.288	0.0019	up	AD_T10_T12_vs_T3_T5
ENSG00000101306	MYLK2	-2.8131	0.0018	down	AD_T10_T12_vs_T3_T5
ENSG00000111049	MYF5	-4.2554	0.002	down	AD_T10_T12_vs_T3_T5
ENSG00000171658	NMRAL2P	3.901	0	up	AD_T10_T12_vs_T3_T5
ENSG00000054654	SYNE2	-2.7085	0	down	AD_T10_T12_vs_T3_T5
ENSG00000087589	CASS4	2.3213	0.0115	up	AD_T10_T12_vs_T3_T5
ENSG00000164379	FOXQ1	-2.1912	0.0074	down	AD_T10_T12_vs_T3_T5
ENSG00000250697	AC010343.3	2.1776	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000129195	PIMREG	-2.1887	0	down	AD_T10_T12_vs_T3_T5
ENSG00000128602	SMO	-3.3962	0	down	AD_T10_T12_vs_T3_T5
ENSG00000172201	ID4	2.1827	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000272950	AC093799.1	-3.4749	0.0424	down	AD_T10_T12_vs_T3_T5
ENSG00000249102	AC034223.1	3.7341	0.0062	up	AD_T10_T12_vs_T3_T5
ENSG00000065717	TLE2	-2.8476	0	down	AD_T10_T12_vs_T3_T5
ENSG00000167554	ZNF610	2.1073	4e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000081853	PCDHGA2	2.0102	4e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000127533	F2RL3	4.3195	0.0094	up	AD_T10_T12_vs_T3_T5
ENSG00000284428	AC092329.4	-3.1134	0.0167	down	AD_T10_T12_vs_T3_T5
ENSG00000228536	AL513283.1	-3.0857	0.0014	down	AD_T10_T12_vs_T3_T5
ENSG00000253366	AC139272.1	-2.1571	0.0466	down	AD_T10_T12_vs_T3_T5
ENSG00000164946	FREM1	-2.3329	0.0025	down	AD_T10_T12_vs_T3_T5
ENSG00000147889	CDKN2A	2.6466	0	up	AD_T10_T12_vs_T3_T5
ENSG00000156219	ART3	3.4115	0.0117	up	AD_T10_T12_vs_T3_T5
ENSG00000138135	CH25H	3.6245	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000280143	AP000892.3	2.0957	0.0416	up	AD_T10_T12_vs_T3_T5
ENSG00000198848	CES1	2.4132	0.0317	up	AD_T10_T12_vs_T3_T5
ENSG00000260454	AL355607.2	4.7558	0	up	AD_T10_T12_vs_T3_T5
ENSG00000254827	SLC22A18AS	2.4727	0.0241	up	AD_T10_T12_vs_T3_T5
ENSG00000077420	APBB1IP	-3.1156	0	down	AD_T10_T12_vs_T3_T5
ENSG00000226887	ERVMER34-1	-2.2002	0	down	AD_T10_T12_vs_T3_T5
ENSG00000165269	AQP7	-4.6075	0	down	AD_T10_T12_vs_T3_T5
ENSG00000169306	IL1RAPL1	4.1662	5e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000058085	LAMC2	2.9793	0	up	AD_T10_T12_vs_T3_T5
ENSG00000077264	PAK3	-3.8286	0.0065	down	AD_T10_T12_vs_T3_T5
ENSG00000146678	IGFBP1	3.7813	0.006	up	AD_T10_T12_vs_T3_T5
ENSG00000159217	IGF2BP1	2.4123	0	up	AD_T10_T12_vs_T3_T5
ENSG00000169583	CLIC3	2.3159	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000178531	CTXN1	2.55	0	up	AD_T10_T12_vs_T3_T5
ENSG00000221852	KRTAP1-5	4.5486	0	up	AD_T10_T12_vs_T3_T5
ENSG00000240476	LINC00973	3.3676	0	up	AD_T10_T12_vs_T3_T5
ENSG00000127585	FBXL16	3.5118	0	up	AD_T10_T12_vs_T3_T5
ENSG00000166851	PLK1	-2.4349	0	down	AD_T10_T12_vs_T3_T5
ENSG00000242550	SERPINB10	3.9681	0.0249	up	AD_T10_T12_vs_T3_T5
ENSG00000164418	GRIK2	4.7589	0.0013	up	AD_T10_T12_vs_T3_T5
ENSG00000167680	SEMA6B	2.2501	0.0424	up	AD_T10_T12_vs_T3_T5
ENSG00000178999	AURKB	-2.2084	0	down	AD_T10_T12_vs_T3_T5
ENSG00000231453	LINC01305	-3.2926	0.0308	down	AD_T10_T12_vs_T3_T5
ENSG00000233822	HIST1H2BN	2.3171	0	up	AD_T10_T12_vs_T3_T5
ENSG00000273188	AL022328.3	-2.9424	0.0425	down	AD_T10_T12_vs_T3_T5
ENSG00000165480	SKA3	-2.0082	0	down	AD_T10_T12_vs_T3_T5
ENSG00000197506	SLC28A3	4.2883	0	up	AD_T10_T12_vs_T3_T5
ENSG00000183421	RIPK4	3.9158	0	up	AD_T10_T12_vs_T3_T5
ENSG00000198885	ITPRIPL1	-2.1777	0	down	AD_T10_T12_vs_T3_T5
ENSG00000174844	DNAH12	3.2546	0.0333	up	AD_T10_T12_vs_T3_T5
ENSG00000130208	APOC1	-2.3297	0	down	AD_T10_T12_vs_T3_T5
ENSG00000269970	AL162424.1	-2.008	0.0082	down	AD_T10_T12_vs_T3_T5
ENSG00000179133	C10orf67	2.3763	0.0126	up	AD_T10_T12_vs_T3_T5
ENSG00000189409	MMP23B	3.1126	0.0429	up	AD_T10_T12_vs_T3_T5
ENSG00000257522	AL133166.1	3.247	0.0462	up	AD_T10_T12_vs_T3_T5
ENSG00000176884	GRIN1	3.9686	0.0094	up	AD_T10_T12_vs_T3_T5
ENSG00000240386	LCE1F	4.5778	0.004	up	AD_T10_T12_vs_T3_T5
ENSG00000159164	SV2A	-3.1121	0	down	AD_T10_T12_vs_T3_T5
ENSG00000174740	PABPC5	-2.5443	0	down	AD_T10_T12_vs_T3_T5
ENSG00000152583	SPARCL1	-2.7976	0.0024	down	AD_T10_T12_vs_T3_T5
ENSG00000114771	AADAC	2.0097	0	up	AD_T10_T12_vs_T3_T5
ENSG00000166670	MMP10	-4.1014	0.0108	down	AD_T10_T12_vs_T3_T5
ENSG00000214866	DCDC2C	3.6676	0.0239	up	AD_T10_T12_vs_T3_T5
ENSG00000146411	SLC2A12	-3.466	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000048052	HDAC9	2.0599	0	up	AD_T10_T12_vs_T3_T5
ENSG00000099337	KCNK6	2.477	0	up	AD_T10_T12_vs_T3_T5
ENSG00000130751	NPAS1	2.8191	0	up	AD_T10_T12_vs_T3_T5
ENSG00000276180	HIST1H4I	2.3535	0	up	AD_T10_T12_vs_T3_T5
ENSG00000212724	KRTAP2-3	6.1723	0	up	AD_T10_T12_vs_T3_T5
ENSG00000271888	AL136162.1	-4.8464	2e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000228695	CES1P1	2.975	0.0098	up	AD_T10_T12_vs_T3_T5
ENSG00000078549	ADCYAP1R1	-2.793	0.0025	down	AD_T10_T12_vs_T3_T5
ENSG00000164106	SCRG1	2.5103	0.0019	up	AD_T10_T12_vs_T3_T5
ENSG00000272442	AL353588.1	-3.2396	0.0461	down	AD_T10_T12_vs_T3_T5
ENSG00000148680	HTR7	2.0345	0	up	AD_T10_T12_vs_T3_T5
ENSG00000123360	PDE1B	-3.3872	0	down	AD_T10_T12_vs_T3_T5
ENSG00000180539	C9orf139	2.5716	0.0403	up	AD_T10_T12_vs_T3_T5
ENSG00000099849	RASSF7	2.1735	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000273802	HIST1H2BG	2.1721	0	up	AD_T10_T12_vs_T3_T5
ENSG00000166960	CCDC178	2.6291	0.0335	up	AD_T10_T12_vs_T3_T5
ENSG00000254300	LINC01111	4.6619	8e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000150722	PPP1R1C	2.2008	0.0436	up	AD_T10_T12_vs_T3_T5
ENSG00000250305	TRMT9B	-2.8575	0.0307	down	AD_T10_T12_vs_T3_T5
ENSG00000261040	WFDC21P	2.4114	0	up	AD_T10_T12_vs_T3_T5
ENSG00000101115	SALL4	-2.1207	0.0238	down	AD_T10_T12_vs_T3_T5
ENSG00000181449	SOX2	6.0245	0	up	AD_T10_T12_vs_T3_T5
ENSG00000179603	GRM8	3.439	0.0081	up	AD_T10_T12_vs_T3_T5
ENSG00000166510	CCDC68	3.9023	0	up	AD_T10_T12_vs_T3_T5
ENSG00000156687	UNC5D	2.0067	0.0368	up	AD_T10_T12_vs_T3_T5
ENSG00000260132	AL032819.1	3.1327	0.031	up	AD_T10_T12_vs_T3_T5
ENSG00000108984	MAP2K6	-2.1861	0	down	AD_T10_T12_vs_T3_T5
ENSG00000257038	AP002761.3	-3.113	0.0156	down	AD_T10_T12_vs_T3_T5
ENSG00000162706	CADM3	-4.1008	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000232774	AL355916.1	2.5794	0	up	AD_T10_T12_vs_T3_T5
ENSG00000035664	DAPK2	-2.9832	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000131094	C1QL1	-2.3936	0.0023	down	AD_T10_T12_vs_T3_T5
ENSG00000230257	NFE4	3.4192	0.0154	up	AD_T10_T12_vs_T3_T5
ENSG00000236453	AC003092.1	2.9934	0	up	AD_T10_T12_vs_T3_T5
ENSG00000164220	F2RL2	3.4223	0	up	AD_T10_T12_vs_T3_T5
ENSG00000128052	KDR	3.7942	0.0044	up	AD_T10_T12_vs_T3_T5
ENSG00000166923	GREM1	6.1582	0	up	AD_T10_T12_vs_T3_T5
ENSG00000189108	IL1RAPL2	2.2913	0.0189	up	AD_T10_T12_vs_T3_T5
ENSG00000139364	TMEM132B	3.5424	0	up	AD_T10_T12_vs_T3_T5
ENSG00000271537	AC009220.3	-3.7295	0.0214	down	AD_T10_T12_vs_T3_T5
ENSG00000235448	LURAP1L-AS1	4.0139	0.0059	up	AD_T10_T12_vs_T3_T5
ENSG00000075218	GTSE1	-2.3237	0	down	AD_T10_T12_vs_T3_T5
ENSG00000169418	NPR1	-5.3837	0	down	AD_T10_T12_vs_T3_T5
ENSG00000256771	ZNF253	-2.3821	0.009	down	AD_T10_T12_vs_T3_T5
ENSG00000116745	RPE65	3.744	0	up	AD_T10_T12_vs_T3_T5
ENSG00000100336	APOL4	-4.4591	0.0217	down	AD_T10_T12_vs_T3_T5
ENSG00000157064	NMNAT2	2.5527	0	up	AD_T10_T12_vs_T3_T5
ENSG00000186907	RTN4RL2	-2.2461	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000225205	AC078883.1	2.1972	0.0436	up	AD_T10_T12_vs_T3_T5
ENSG00000188064	WNT7B	-2.809	0	down	AD_T10_T12_vs_T3_T5
ENSG00000206190	ATP10A	-2.5959	0	down	AD_T10_T12_vs_T3_T5
ENSG00000230185	C9orf147	-3.5621	0.0229	down	AD_T10_T12_vs_T3_T5
ENSG00000178457	LINC00314	3.8139	0.0378	up	AD_T10_T12_vs_T3_T5
ENSG00000171345	KRT19	4.0009	0.0013	up	AD_T10_T12_vs_T3_T5
ENSG00000101057	MYBL2	-2.2394	0	down	AD_T10_T12_vs_T3_T5
ENSG00000169071	ROR2	-2.572	0.0142	down	AD_T10_T12_vs_T3_T5
ENSG00000118785	SPP1	3.827	0	up	AD_T10_T12_vs_T3_T5
ENSG00000113946	CLDN16	4.0856	0.0051	up	AD_T10_T12_vs_T3_T5
ENSG00000115828	QPCT	2.1595	0	up	AD_T10_T12_vs_T3_T5
ENSG00000141750	STAC2	-2.0669	0.0142	down	AD_T10_T12_vs_T3_T5
ENSG00000222898	RN7SKP97	2.8256	0.024	up	AD_T10_T12_vs_T3_T5
ENSG00000167642	SPINT2	2.9977	3e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000182585	EPGN	4.0273	0	up	AD_T10_T12_vs_T3_T5
ENSG00000136542	GALNT5	2.4127	0	up	AD_T10_T12_vs_T3_T5
ENSG00000101842	VSIG1	2.0986	0.0385	up	AD_T10_T12_vs_T3_T5
ENSG00000087250	MT3	4.7828	0.0013	up	AD_T10_T12_vs_T3_T5
ENSG00000231064	AC234582.1	2.2256	0.0282	up	AD_T10_T12_vs_T3_T5
ENSG00000244558	KCNK15-AS1	4.3678	0.0021	up	AD_T10_T12_vs_T3_T5
ENSG00000112053	SLC26A8	2.6055	0.0014	up	AD_T10_T12_vs_T3_T5
ENSG00000270276	HIST2H4B	4.5285	0.0155	up	AD_T10_T12_vs_T3_T5
ENSG00000184106	TREML3P	4.6028	0.0022	up	AD_T10_T12_vs_T3_T5
ENSG00000159763	PIP	5.2403	3e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000268812	AC004264.1	5.3294	0	up	AD_T10_T12_vs_T3_T5
ENSG00000147257	GPC3	-2.6934	0.0023	down	AD_T10_T12_vs_T3_T5
ENSG00000016490	CLCA1	3.6413	0.0072	up	AD_T10_T12_vs_T3_T5
ENSG00000128342	LIF	4.8064	0	up	AD_T10_T12_vs_T3_T5
ENSG00000175063	UBE2C	-2.2984	0	down	AD_T10_T12_vs_T3_T5
ENSG00000257167	TMPO-AS1	-2.6276	0	down	AD_T10_T12_vs_T3_T5
ENSG00000167641	PPP1R14A	2.656	0	up	AD_T10_T12_vs_T3_T5
ENSG00000144191	CNGA3	4.6155	6e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000274825	AL023803.2	-2.6148	0.0045	down	AD_T10_T12_vs_T3_T5
ENSG00000114638	UPK1B	4.7768	3e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000125089	SH3TC1	3.134	0	up	AD_T10_T12_vs_T3_T5
ENSG00000250271	AC068647.2	3.6959	0.0461	up	AD_T10_T12_vs_T3_T5
ENSG00000163737	PF4	-2.5604	0	down	AD_T10_T12_vs_T3_T5
ENSG00000247095	MIR210HG	2.6554	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000267886	AC074135.1	-2.976	0.0087	down	AD_T10_T12_vs_T3_T5
ENSG00000228787	NLGN4Y-AS1	3.7965	7e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000133169	BEX1	3.4941	0	up	AD_T10_T12_vs_T3_T5
ENSG00000139269	INHBE	2.5307	0.0483	up	AD_T10_T12_vs_T3_T5
ENSG00000123243	ITIH5	-4.9458	0.0011	down	AD_T10_T12_vs_T3_T5
ENSG00000115163	CENPA	-2.224	0	down	AD_T10_T12_vs_T3_T5
ENSG00000235385	LINC02154	5.7899	0	up	AD_T10_T12_vs_T3_T5
ENSG00000108947	EFNB3	-5.0087	2e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000076864	RAP1GAP	2.9567	2e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000129009	ISLR	-3.1252	0	down	AD_T10_T12_vs_T3_T5
ENSG00000148600	CDHR1	-3.5657	0.0171	down	AD_T10_T12_vs_T3_T5
ENSG00000139597	N4BP2L1	-2.3217	0.0097	down	AD_T10_T12_vs_T3_T5
ENSG00000280079	AC011447.7	-3.4259	0.009	down	AD_T10_T12_vs_T3_T5
ENSG00000129757	CDKN1C	-3.3827	0.0047	down	AD_T10_T12_vs_T3_T5
ENSG00000176890	TYMS	-2.0855	0	down	AD_T10_T12_vs_T3_T5
ENSG00000197046	SIGLEC15	-2.0862	1e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000197291	RAMP2-AS1	-4.1239	0.0077	down	AD_T10_T12_vs_T3_T5
ENSG00000128045	RASL11B	-2.7063	0	down	AD_T10_T12_vs_T3_T5
ENSG00000121270	ABCC11	2.0971	0.0284	up	AD_T10_T12_vs_T3_T5
ENSG00000211890	IGHA2	4.1826	0.0239	up	AD_T10_T12_vs_T3_T5
ENSG00000225279	AL121987.1	3.2272	0.0378	up	AD_T10_T12_vs_T3_T5
ENSG00000220161	LINC02076	-3.2881	0.0413	down	AD_T10_T12_vs_T3_T5
ENSG00000183760	ACP7	2.9503	0	up	AD_T10_T12_vs_T3_T5
ENSG00000146352	CLVS2	2.6438	0	up	AD_T10_T12_vs_T3_T5
ENSG00000170745	KCNS3	-2.2945	3e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000248698	LINC01085	2.0021	6e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000203812	HIST2H2AA3	2.5191	0.0349	up	AD_T10_T12_vs_T3_T5
ENSG00000105509	HAS1	2.1086	1e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000237980	AL590648.3	3.3408	0.0379	up	AD_T10_T12_vs_T3_T5
ENSG00000263718	AC068594.1	2.5623	0.0237	up	AD_T10_T12_vs_T3_T5
ENSG00000183150	GPR19	-2.8683	0.0011	down	AD_T10_T12_vs_T3_T5
ENSG00000141314	RHBDL3	-2.829	0.0061	down	AD_T10_T12_vs_T3_T5
ENSG00000212722	KRTAP4-9	3.8971	0.0274	up	AD_T10_T12_vs_T3_T5
ENSG00000124882	EREG	3.8242	0	up	AD_T10_T12_vs_T3_T5
ENSG00000010292	NCAPD2	-2.1138	0	down	AD_T10_T12_vs_T3_T5
ENSG00000131747	TOP2A	-2.2296	0	down	AD_T10_T12_vs_T3_T5
ENSG00000278998	AC099552.4	4.0982	0.0155	up	AD_T10_T12_vs_T3_T5
ENSG00000125675	GRIA3	2.5476	0	up	AD_T10_T12_vs_T3_T5
ENSG00000111341	MGP	-2.9551	0.0227	down	AD_T10_T12_vs_T3_T5
ENSG00000140798	ABCC12	2.0473	3e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000255282	WTAPP1	3.4642	0.001	up	AD_T10_T12_vs_T3_T5
ENSG00000096696	DSP	3.0081	0	up	AD_T10_T12_vs_T3_T5
ENSG00000164176	EDIL3	2.3423	0	up	AD_T10_T12_vs_T3_T5
ENSG00000159212	CLIC6	-3.493	4e-4	down	AD_T10_T12_vs_T3_T5
ENSG00000092345	DAZL	2.2276	4e-4	up	AD_T10_T12_vs_T3_T5
ENSG00000269899	AC025857.2	2.1113	0	up	AD_T10_T12_vs_T3_T5
ENSG00000111665	CDCA3	-2.3386	0	down	AD_T10_T12_vs_T3_T5
